state,action,next_state
46.31,[0.13079721],46.25
46.25,[0.13079721],46.19
46.19,-1,46.25
46.25,[0.07803878],46.88
46.88,[0.07803878],46.81
46.81,[0.07803878],46.69
46.69,[0.07803878],46.69
46.69,[0.07803878],46.63
46.63,[0.00141715],46.56
46.56,[0.00141715],46.63
46.63,[0.00141715],46.56
46.56,[0.00141715],46.5
46.5,[-0.02825509],46.5
46.5,[-0.02825509],46.5
46.5,[-0.02825509],46.44
46.44,[-0.02825509],46.44
46.44,1,46.31
46.31,1,45.38
45.38,1,44.38
44.38,1,43.38
43.38,[0.16415275],42.63
42.63,[0.16415275],42.31
42.31,[0.16415275],42.19
42.19,[0.16415275],42.06
42.06,[0.16415275],41.88
41.88,[0.16415275],41.75
41.75,[0.16415275],41.63
41.63,1,41.38
41.38,[-0.49013884],40.88
40.88,[-0.49013884],41.19
41.19,[-0.49013884],41.69
41.69,[-0.49013884],42.06
42.06,[-0.49013884],42.56
42.56,[-0.49013884],43.06
43.06,-1,43.69
43.69,-1,44.69
44.69,-1,45.75
45.75,-1,46.75
46.75,-1,47.81
47.81,-1,48.81
48.81,-1,49.94
49.94,-1,51.0
51.0,1,51.63
51.63,1,50.88
50.88,1,49.94
49.94,1,48.94
48.94,1,48.0
48.0,1,46.94
46.94,1,45.88
45.88,1,45.0
45.0,1,44.0
44.0,[0.00154052],43.19
43.19,[0.00154052],43.06
43.06,[-0.01917199],43.06
43.06,[-0.01917199],43.0
43.0,-1,43.19
43.19,-1,44.19
44.19,-1,45.19
45.19,-1,46.19
46.19,[0.15675321],46.88
46.88,[0.01756593],46.88
46.88,[0.01756593],46.81
46.81,[0.01756593],46.81
46.81,[0.01756593],46.81
46.81,[0.01756593],46.75
46.75,[0.01756593],46.75
46.75,-1,47.0
47.0,-1,47.94
47.94,1,48.5
48.5,1,47.75
47.75,1,46.75
46.75,1,45.75
45.75,1,44.88
44.88,1,43.81
43.81,1,42.88
42.88,1,41.94
41.94,1,40.94
40.94,1,40.0
40.0,1,38.94
38.94,1,38.0
38.0,1,37.06
37.06,1,36.06
36.06,1,35.06
35.06,1,34.13
34.13,1,33.13
33.13,1,32.19
32.19,1,31.19
31.19,1,30.19
30.19,1,29.31
29.31,[-0.10273526],28.44
28.44,[-0.10273526],28.44
28.44,[-0.10273526],28.5
28.5,[-0.10273526],28.5
28.5,[-0.10273526],28.56
28.56,[-0.10273526],28.69
28.69,[-0.10273526],28.69
28.69,1,28.44
28.44,1,27.62
27.62,1,26.75
26.75,1,25.75
25.75,1,24.81
24.81,1,23.87
23.87,[0.0110795],23.06
23.06,1,22.81
22.81,1,21.94
21.94,1,20.94
20.94,1,20.0
20.0,1,19.0
19.0,1,18.0
18.0,1,17.12
17.12,1,16.12
16.12,1,15.19
15.19,1,14.19
14.19,1,13.19
13.19,1,12.25
12.25,1,11.25
11.25,1,10.25
10.25,1,9.31
9.31,1,8.25
8.25,1,7.31
7.31,1,6.25
6.25,1,5.19
5.19,[-0.20072598],4.5
4.5,[-0.20072598],4.56
4.56,[-0.20072598],4.75
4.75,[-0.20072598],4.88
4.88,[-0.20072598],5.13
5.13,-1,5.5
5.5,-1,6.5
6.5,-1,7.56
7.56,-1,8.56
8.56,-1,9.69
9.69,-1,10.75
10.75,-1,11.81
11.81,-1,12.81
12.81,-1,13.94
13.94,[-0.66527153],14.94
14.94,[-0.66527153],15.69
15.69,[-0.66527153],16.37
16.37,[-0.66527153],17.12
17.12,[-0.66527153],17.75
17.75,[-0.66527153],18.5
18.5,[0.21454884],18.87
18.87,[0.21454884],18.75
18.75,[0.21454884],18.5
18.5,-1,18.44
18.44,-1,19.44
19.44,-1,20.5
20.5,-1,21.5
21.5,-1,22.62
22.62,-1,23.62
23.62,-1,24.69
24.69,1,25.37
25.37,1,24.62
24.62,1,23.56
23.56,1,22.56
22.56,1,21.56
21.56,1,20.5
20.5,1,19.44
19.44,1,18.37
18.37,[0.14594059],17.69
17.69,-1,17.75
17.75,-1,18.75
18.75,-1,19.75
19.75,-1,20.75
20.75,-1,21.87
21.87,-1,22.87
22.87,-1,23.94
23.94,1,24.62
24.62,1,23.87
23.87,[0.14489314],23.06
23.06,1,22.69
22.69,1,21.69
21.69,1,20.56
20.56,1,19.56
19.56,1,18.5
18.5,1,17.5
17.5,1,16.44
16.44,[9.88121485e-07],15.56
15.56,[0.0687574],15.44
15.44,[-0.17833218],15.5
15.5,[-0.17833218],15.56
15.56,[0.10383142],15.63
15.63,[0.10383142],15.63
15.63,[0.10383142],15.5
15.5,[0.10383142],15.38
15.38,[0.10383142],15.38
15.38,[0.10383142],15.31
15.31,[0.10383142],15.19
15.19,[0.10383142],15.13
15.13,[0.10383142],15.06
15.06,[0.10383142],15.06
15.06,[0.10383142],15.0
15.0,[0.10383142],14.94
14.94,1,14.63
14.63,1,13.81
13.81,1,12.81
12.81,1,11.75
11.75,1,10.88
10.88,1,9.88
9.88,[0.85833141],8.81
8.81,[0.92861741],8.06
8.06,[0.92861741],7.06
7.06,[0.92861741],6.19
6.19,[0.92861741],5.25
5.25,[0.92861741],4.38
4.38,[0.92861741],3.56
3.56,[-0.42657652],3.13
3.13,[-0.42657652],3.06
3.06,[-0.42657652],3.5
3.5,-1,4.06
4.06,-1,5.13
5.13,-1,6.13
6.13,-1,7.25
7.25,-1,8.25
8.25,[-0.05431787],9.25
9.25,[-0.05431787],9.31
9.31,[-0.05431787],9.31
9.31,1,9.25
9.25,1,8.25
8.25,1,7.25
7.25,[0.69881414],6.38
6.38,-1,6.06
6.06,[-0.1460932],6.88
6.88,[-0.1460932],6.94
6.94,[-0.1460932],7.0
7.0,-1,7.56
7.56,-1,8.5
8.5,-1,9.63
9.63,-1,10.69
10.69,-1,11.81
11.81,-1,12.88
12.88,1,13.56
13.56,1,12.75
12.75,1,11.69
11.69,1,10.75
10.75,1,9.69
9.69,1,8.63
8.63,1,7.63
7.63,1,6.5
6.5,1,5.5
5.5,1,4.44
4.44,1,3.56
3.56,-1,2.81
2.81,-1,3.5
3.5,1,4.38
4.38,-1,3.75
3.75,-1,4.56
4.56,-1,5.81
5.81,1,6.56
6.56,1,5.75
5.75,1,4.75
4.75,1,3.69
3.69,1,2.81
2.81,1,2.25
2.25,1,2.13
2.13,1,1.81
1.81,-1,1.5
1.5,-1,1.37
1.37,-1,1.25
1.25,-1,1.5
1.5,-1,2.56
2.56,-1,3.63
3.63,-1,4.69
4.69,-1,5.81
5.81,-1,6.94
6.94,-1,8.0
8.0,-1,9.13
9.13,-1,10.19
10.19,-1,11.31
11.31,-1,12.25
12.25,-1,13.38
13.38,-1,14.44
14.44,-1,15.44
15.44,-1,16.44
16.44,-1,17.5
17.5,-1,18.5
18.5,-1,19.5
19.5,-1,20.44
20.44,-1,21.56
21.56,[0.28942492],22.44
22.44,[0.28942492],22.37
22.37,[0.28942492],22.0
22.0,[0.28942492],21.75
21.75,[0.28942492],21.5
21.5,[-0.00292872],21.25
21.25,[-0.00292872],21.25
21.25,1,21.06
21.06,1,20.19
20.19,[-0.19726326],19.44
19.44,[-0.19726326],19.56
19.56,[-0.19726326],19.75
19.75,1,19.62
19.62,1,18.75
18.75,1,17.87
17.87,-1,17.25
17.25,-1,17.94
17.94,-1,19.06
19.06,-1,20.19
20.19,-1,21.06
21.06,[-0.81661302],22.12
22.12,[0.00053459],22.87
22.87,[0.00053459],23.0
23.0,[0.00053459],22.87
22.87,[0.00053459],22.87
22.87,[0.00053459],22.81
22.81,[0.00053459],22.69
22.69,[0.00053459],22.75
22.75,[0.00053459],22.69
22.69,[0.00053459],22.62
22.62,-1,22.81
22.81,[-0.32841061],23.69
23.69,[-0.32841061],24.06
24.06,[-0.32841061],24.31
24.31,[-0.32841061],24.69
24.69,[-0.32841061],24.94
24.94,[-0.32841061],25.19
25.19,[-0.32841061],25.56
25.56,[-0.32841061],25.87
25.87,1,25.94
25.94,[-0.23409022],25.37
25.37,[-0.23409022],25.44
25.44,[-0.23409022],25.69
25.69,[-0.23409022],25.81
25.81,-1,26.31
26.31,-1,27.25
27.25,-1,28.37
28.37,-1,29.37
29.37,-1,30.44
30.44,-1,31.5
31.5,-1,32.44
32.44,-1,33.5
33.5,1,34.19
34.19,1,33.5
33.5,1,32.5
32.5,1,31.5
31.5,[0.80001792],30.69
30.69,-1,30.37
30.37,[0.90230452],30.81
30.81,[0.90230452],30.12
30.12,[0.90230452],29.12
29.12,[0.90230452],28.31
28.31,1,27.44
27.44,1,26.44
26.44,1,25.31
25.31,1,24.37
24.37,1,23.37
23.37,1,22.37
22.37,1,21.31
21.31,1,20.25
20.25,[0.00963066],19.56
19.56,[-0.44617374],19.56
19.56,[-0.44617374],20.0
20.0,[-0.44617374],20.31
20.31,[-0.44617374],20.69
20.69,[-0.44617374],21.19
21.19,[-0.44617374],21.62
21.62,1,21.75
21.75,1,20.87
20.87,1,19.94
19.94,[0.00112273],19.06
19.06,-1,19.25
19.25,-1,20.19
20.19,-1,21.19
21.19,-1,22.19
22.19,-1,23.25
23.25,-1,24.44
24.44,-1,25.37
25.37,1,26.06
26.06,1,25.37
25.37,1,24.31
24.31,1,23.31
23.31,1,22.37
22.37,1,21.31
21.31,[-0.0725662],20.5
20.5,1,20.25
20.25,1,19.44
19.44,[-0.79843434],18.87
18.87,1,19.19
19.19,1,18.56
18.56,1,17.56
17.56,1,16.44
16.44,1,15.5
15.5,1,14.5
14.5,1,13.44
13.44,1,12.56
12.56,1,11.63
11.63,1,10.63
10.63,1,9.69
9.69,-1,9.19
9.19,-1,10.06
10.06,1,10.75
10.75,1,9.94
9.94,1,9.0
9.0,-1,8.25
8.25,-1,9.13
9.13,-1,10.19
10.19,-1,11.19
11.19,-1,12.13
12.13,-1,13.25
13.25,-1,14.13
14.13,-1,15.25
15.25,-1,16.25
16.25,-1,17.37
17.37,[-0.04522741],18.25
18.25,[-0.04522741],18.31
18.31,[-0.04522741],18.19
18.19,[0.42527135],18.0
18.0,[0.42527135],17.69
17.69,[0.42527135],17.19
17.19,[0.42527135],16.81
16.81,[0.42527135],16.37
16.37,-1,16.25
16.25,[-0.04849734],16.87
16.87,[-0.04849734],16.81
16.81,[-0.04849734],16.62
16.62,[4.10772302e-05],16.62
16.62,[4.10772302e-05],16.62
16.62,[-0.00047583],16.5
16.5,[-0.00047583],16.5
16.5,[-0.00047583],16.5
16.5,[-0.10891889],16.37
16.37,[-0.10891889],16.44
16.44,-1,16.87
16.87,[-0.58101459],17.81
17.81,[-0.58101459],18.44
18.44,[-0.58101459],19.06
19.06,[-0.58101459],19.62
19.62,[-0.58101459],20.25
20.25,[-0.58101459],20.94
20.94,[-0.58101459],21.56
21.56,[-0.58101459],22.12
22.12,[-0.58101459],22.75
22.75,[-0.58101459],23.31
23.31,1,23.69
23.69,1,23.0
23.0,1,21.94
21.94,[-2.38447361e-06],21.12
21.12,1,20.81
20.81,1,19.81
19.81,1,18.81
18.81,[0.00165259],18.06
18.06,-1,18.37
18.37,-1,19.31
19.31,[0.81270801],20.06
20.06,[0.81270801],19.5
19.5,[0.22874495],18.75
18.75,[0.22874495],18.56
18.56,[0.22874495],18.25
18.25,-1,18.19
18.19,-1,19.19
19.19,-1,20.12
20.12,[0.01311287],20.94
20.94,[0.05209794],20.94
20.94,[0.05209794],20.87
20.87,[0.05209794],20.87
20.87,[0.05209794],20.81
20.81,[0.05209794],20.75
20.75,[-0.18755417],20.81
20.81,[-0.18755417],21.0
21.0,[-0.18755417],21.19
21.19,[-0.18755417],21.31
21.31,[-0.18755417],21.5
21.5,[-0.18755417],21.69
21.69,[-0.18755417],21.87
21.87,1,21.81
21.81,1,21.0
21.0,1,19.94
19.94,1,19.06
19.06,1,18.06
18.06,1,17.0
17.0,1,16.06
16.06,1,15.0
15.0,1,14.0
14.0,1,13.06
13.06,[-0.17257443],12.19
12.19,[-0.17257443],12.31
12.31,[-0.17257443],12.38
12.38,[-0.008586],12.44
12.44,[-0.008586],12.44
12.44,[-0.008586],12.31
12.31,[-0.008586],12.25
12.25,[-0.10637186],12.25
12.25,[-0.10637186],12.31
12.31,[-0.10637186],12.44
12.44,[-0.10637186],12.5
12.5,[0.01298585],12.56
12.56,[0.01298585],12.56
12.56,[0.01298585],12.5
12.5,[0.01298585],12.44
12.44,[0.01298585],12.44
12.44,[0.01298585],12.38
12.38,[0.01298585],12.38
12.38,[0.01298585],12.31
12.31,[0.01298585],12.31
12.31,[0.01298585],12.25
12.25,[0.01298585],12.25
12.25,[0.01298585],12.19
12.19,[0.01298585],12.19
12.19,[0.01298585],12.19
12.19,[0.01298585],12.19
12.19,[0.01298585],12.19
12.19,[0.01298585],12.19
12.19,[0.01298585],12.19
12.19,[0.01298585],12.19
12.19,[0.01298585],12.19
12.19,[-0.01725215],12.19
12.19,[-0.01725215],12.19
12.19,-1,12.38
12.38,-1,13.38
13.38,-1,14.5
14.5,-1,15.5
15.5,-1,16.62
16.62,1,17.5
17.5,1,16.75
16.75,1,15.69
15.69,1,14.63
14.63,1,13.56
13.56,1,12.63
12.63,1,11.56
11.56,-1,10.94
10.94,-1,11.81
11.81,-1,12.88
12.88,-1,13.81
13.81,-1,14.94
14.94,-1,16.12
16.12,-1,17.12
17.12,-1,18.19
18.19,-1,19.31
19.31,[-0.00973416],20.06
20.06,[-0.00973416],20.12
20.12,[-0.00973416],20.06
20.06,[0.2371661],20.0
20.0,[0.2371661],19.81
19.81,[0.2371661],19.56
19.56,-1,19.62
19.62,-1,20.62
20.62,-1,21.62
21.62,-1,22.69
22.69,-1,23.69
23.69,-1,24.81
24.81,-1,25.81
25.81,-1,26.87
26.87,-1,27.87
27.87,-1,28.87
28.87,-1,29.87
29.87,-1,30.87
30.87,-1,32.0
32.0,-1,33.0
33.0,[-0.01672052],33.75
33.75,[-0.01672052],33.94
33.94,[-0.01672052],33.94
33.94,[-0.01672052],33.94
33.94,1,33.63
33.63,1,32.88
32.88,1,31.81
31.81,1,30.87
30.87,1,29.94
29.94,1,28.94
28.94,1,27.94
27.94,[0.06205764],27.19
27.19,[0.06205764],27.06
27.06,[0.06205764],27.06
27.06,[-0.16419173],27.06
27.06,[-0.16419173],27.19
27.19,-1,27.56
27.56,-1,28.44
28.44,-1,29.44
29.44,-1,30.44
30.44,-1,31.44
31.44,[-0.40202807],32.31
32.31,[-0.40202807],32.81
32.81,[-0.40202807],33.13
33.13,[-0.40202807],33.56
33.56,[-0.40202807],33.94
33.94,[-0.40202807],34.31
34.31,[-0.40202807],34.69
34.69,[-0.40202807],35.06
35.06,[-0.40202807],35.44
35.44,[-0.40202807],35.81
35.81,[-0.40202807],36.13
36.13,[-0.40202807],36.56
36.56,[-0.40202807],36.94
36.94,[7.81507356e-06],37.25
37.25,[7.81507356e-06],37.19
37.19,[7.81507356e-06],37.19
37.19,[-0.71697993],37.38
37.38,[-0.71697993],38.0
38.0,[-0.71697993],38.75
38.75,[-0.71697993],39.44
39.44,[-0.71697993],40.25
40.25,[-0.71697993],41.06
41.06,[-0.71697993],41.69
41.69,[-0.71697993],42.44
42.44,[-0.71697993],43.19
43.19,[-0.71697993],43.88
43.88,[-0.71697993],44.69
44.69,[-0.71697993],45.44
45.44,[-0.71697993],46.13
46.13,[-0.71697993],46.88
46.88,[-0.71697993],47.56
47.56,-1,48.38
48.38,-1,49.31
49.31,-1,50.44
50.44,-1,51.38
51.38,1,51.81
51.81,1,51.0
51.0,1,50.06
50.06,1,49.0
49.0,1,48.06
48.06,[-0.00042141],47.19
47.19,[-0.00042141],47.06
47.06,[-0.00042141],47.13
47.13,[-0.00042141],47.06
47.06,[-0.00042141],47.06
47.06,[-0.00042141],47.06
47.06,1,46.81
46.81,-1,46.5
46.5,-1,47.38
47.38,-1,48.38
48.38,-1,49.38
49.38,-1,50.31
50.31,1,51.06
51.06,1,50.31
50.31,1,49.31
49.31,[-0.43569188],48.63
48.63,[-0.43569188],48.88
48.88,[-0.43569188],49.25
49.25,[-0.43569188],49.69
49.69,[-0.43569188],50.13
50.13,[-0.00146492],50.38
50.38,[-0.00146492],50.44
50.44,[-0.00146492],50.38
50.38,[0.80212375],50.25
50.25,1,49.44
49.44,1,48.5
48.5,1,47.44
47.44,1,46.38
46.38,1,45.44
45.44,1,44.38
44.38,1,43.31
43.31,1,42.38
42.38,1,41.31
41.31,1,40.31
40.31,1,39.31
39.31,1,38.38
38.38,[-0.00029053],37.56
37.56,[-0.00029053],37.44
37.44,[0.61650748],37.38
37.38,[0.61650748],36.81
36.81,[0.61650748],36.19
36.19,[0.61650748],35.56
35.56,1,34.88
34.88,1,34.0
34.0,1,33.0
33.0,1,31.87
31.87,1,30.94
30.94,1,29.87
29.87,1,29.0
29.0,1,28.06
28.06,-1,27.62
27.62,-1,28.37
28.37,-1,29.44
29.44,[0.0673772],30.25
30.25,[-0.00120848],30.31
30.31,[-0.00120848],30.31
30.31,[-0.00120848],30.31
30.31,[-0.00120848],30.31
30.31,[-0.00120848],30.31
30.31,[-0.03002365],30.31
30.31,-1,30.56
30.56,-1,31.37
31.37,-1,32.44
32.44,-1,33.44
33.44,[-0.19420174],34.31
34.31,-1,34.75
34.75,-1,35.56
35.56,-1,36.69
36.69,-1,37.81
37.81,-1,38.81
38.81,-1,39.88
39.88,-1,40.88
40.88,-1,42.0
42.0,-1,43.13
43.13,-1,44.13
44.13,-1,45.19
45.19,-1,46.25
46.25,-1,47.25
47.25,-1,48.38
48.38,-1,49.44
49.44,-1,50.38
50.38,-1,51.44
51.44,1,51.94
51.94,1,51.19
51.19,1,50.06
50.06,1,49.13
49.13,1,48.06
48.06,1,47.06
47.06,1,46.0
46.0,1,45.0
45.0,1,44.06
44.06,1,42.94
42.94,1,41.94
41.94,1,40.94
40.94,1,40.0
40.0,1,38.94
38.94,1,37.88
37.88,1,36.94
36.94,1,35.88
35.88,[0.80122524],34.94
34.94,[0.80122524],34.19
34.19,[0.80122524],33.31
33.31,[0.18168183],32.56
32.56,[0.18168183],32.31
32.31,[0.18168183],32.19
32.19,-1,32.19
32.19,-1,33.0
33.0,-1,34.06
34.06,-1,35.0
35.0,-1,36.0
36.0,-1,37.13
37.13,[-0.23612099],38.0
38.0,[-0.23612099],38.31
38.31,1,38.25
38.25,1,37.38
37.38,1,36.5
36.5,1,35.44
35.44,1,34.44
34.44,-1,33.94
33.94,-1,34.75
34.75,-1,35.69
35.69,-1,36.75
36.75,-1,37.75
37.75,-1,38.75
38.75,-1,39.88
39.88,-1,40.94
40.94,-1,41.88
41.88,-1,43.0
43.0,[0.75499522],43.69
43.69,[0.75499522],43.19
43.19,[0.95315485],42.31
42.31,[0.95315485],41.5
41.5,[0.95315485],40.56
40.56,[0.95315485],39.56
39.56,[-0.72063917],39.06
39.06,[-0.72063917],39.69
39.69,[-0.72063917],40.5
40.5,[-0.72063917],41.13
41.13,[-0.72063917],41.88
41.88,[-0.72063917],42.69
42.69,[-0.00496898],43.25
43.25,[-0.00496898],43.31
43.31,[-0.00496898],43.31
43.31,-1,43.5
43.5,-1,44.44
44.44,-1,45.5
45.5,-1,46.5
46.5,-1,47.63
47.63,-1,48.75
48.75,[0.02569893],49.44
49.44,[0.02569893],49.5
49.5,[0.02569893],49.5
49.5,[0.02569893],49.5
49.5,[0.02569893],49.5
49.5,[0.02569893],49.5
49.5,[-0.1624602],49.5
49.5,[0.11291078],49.56
49.56,[0.11291078],49.5
49.5,[0.11291078],49.38
49.38,[0.11291078],49.31
49.31,[0.11291078],49.19
49.19,1,48.88
48.88,1,47.94
47.94,[1.28804424e-05],47.19
47.19,[1.28804424e-05],47.06
47.06,[1.28804424e-05],47.06
47.06,[1.28804424e-05],47.06
47.06,[1.28804424e-05],47.06
47.06,[1.28804424e-05],47.06
47.06,[1.28804424e-05],47.0
47.0,[1.28804424e-05],47.0
47.0,[1.28804424e-05],47.0
47.0,[1.28804424e-05],47.0
47.0,[1.28804424e-05],47.0
47.0,[1.28804424e-05],47.0
47.0,[1.28804424e-05],47.0
47.0,[1.28804424e-05],47.0
47.0,[-0.80240696],47.19
47.19,1,47.56
47.56,1,46.75
46.75,1,45.69
45.69,1,44.75
44.75,1,43.75
43.75,1,42.75
42.75,1,41.63
41.63,1,40.63
40.63,1,39.69
39.69,[-0.27279457],38.94
38.94,[-0.27279457],39.0
39.0,1,39.0
39.0,1,38.13
38.13,1,37.13
37.13,1,36.06
36.06,1,35.13
35.13,1,34.13
34.13,1,33.19
33.19,1,32.06
32.06,1,31.06
31.06,1,30.19
30.19,1,29.19
29.19,1,28.19
28.19,1,27.31
27.31,1,26.31
26.31,1,25.25
25.25,1,24.37
24.37,1,23.31
23.31,1,22.44
22.44,1,21.44
21.44,[0.12592684],20.56
20.56,[0.12592684],20.37
20.37,[0.12592684],20.25
20.25,[0.12592684],20.12
20.12,1,19.87
19.87,1,18.94
18.94,1,17.87
17.87,-1,17.31
17.31,-1,18.19
18.19,-1,19.25
19.25,-1,20.19
20.19,[0.00152494],21.06
21.06,[0.00152494],21.19
21.19,[0.00152494],21.19
21.19,[0.00152494],21.19
21.19,[0.00152494],21.19
21.19,[0.00152494],21.19
21.19,[0.77808741],21.06
21.06,[0.77808741],20.44
20.44,[0.77808741],19.56
19.56,[0.14248553],19.0
19.0,[0.14248553],18.81
18.81,1,18.44
18.44,1,17.56
17.56,1,16.62
16.62,1,15.69
15.69,1,14.63
14.63,1,13.63
13.63,1,12.69
12.69,1,11.69
11.69,1,10.75
10.75,1,9.75
9.75,1,8.69
8.69,1,7.75
7.75,1,6.69
6.69,1,5.63
5.63,1,4.63
4.63,1,3.56
3.56,1,2.63
2.63,1,1.88
1.88,1,1.31
1.31,1,0.88
0.88,1,0.5
0.5,1,0.12
0.12,1,-0.25
-0.25,1,-0.81
-0.81,1,-1.0
-1.0,1,-1.19
-1.19,1,-1.5
-1.5,[-1.43329223e-07],-1.75
-1.75,[-1.43329223e-07],-1.94
-1.94,[-0.08113153],-2.94
-2.94,[-0.08113153],-7.5
-7.5,-1,-9.25
-9.25,-1,-8.31
-8.31,-1,-7.0
-7.0,-1,-6.06
-6.06,-1,-4.81
-4.81,[-0.19234532],-3.69
-3.69,[-0.19234532],-3.38
-3.38,[-0.19234532],-3.13
-3.13,[0.1759413],-3.0
-3.0,[0.1759413],-3.13
-3.13,[0.1759413],-3.31
-3.31,1,-3.63
-3.63,1,-4.69
-4.69,1,-5.88
-5.88,-1,-6.63
-6.63,-1,-5.63
-5.63,-1,-4.38
-4.38,-1,-3.25
-3.25,-1,-2.0
-2.0,-1,-0.81
-0.81,-1,0.19
0.19,-1,1.44
1.44,[0.16202375],2.31
2.31,[0.16202375],2.19
2.19,1,1.81
1.81,1,0.75
0.75,1,-0.25
-0.25,[0.11312522],-1.06
-1.06,[0.11312522],-1.31
-1.31,[0.11312522],-1.44
-1.44,[0.11312522],-1.5
-1.5,[0.11312522],-1.69
-1.69,-1,-1.56
-1.56,-1,-0.5
-0.5,-1,0.5
0.5,1,1.31
1.31,1,0.44
0.44,1,-0.56
-0.56,1,-1.69
-1.69,1,-2.94
-2.94,1,-4.06
-4.06,1,-5.19
-5.19,-1,-6.06
-6.06,-1,-5.13
-5.13,-1,-3.94
-3.94,-1,-2.94
-2.94,[0.59172504],-2.06
-2.06,[-0.32817923],-2.31
-2.31,[-0.32817923],-2.06
-2.06,[-0.32817923],-1.63
-1.63,[-0.00036735],-1.44
-1.44,[-0.00406302],-1.37
-1.37,[-0.00406302],-1.37
-1.37,[-0.00406302],-1.44
-1.44,[-0.00406302],-1.37
-1.37,[-0.00406302],-1.37
-1.37,[-0.00406302],-1.44
-1.44,[-0.00406302],-1.37
-1.37,-1,-1.12
-1.12,1,-0.5
-0.5,1,-1.37
-1.37,1,-2.5
-2.5,1,-3.69
-3.69,1,-4.81
-4.81,1,-6.0
-6.0,-1,-6.63
-6.63,-1,-5.69
-5.69,-1,-4.44
-4.44,[-0.23749167],-3.5
-3.5,[-0.23749167],-3.13
-3.13,[-0.23749167],-2.81
-2.81,[-0.23749167],-2.56
-2.56,[-0.23749167],-2.31
-2.31,[-0.23749167],-2.06
-2.06,1,-2.06
-2.06,-1,-2.5
-2.5,-1,-1.44
-1.44,-1,-0.31
-0.31,-1,0.75
0.75,-1,2.0
2.0,-1,3.06
3.06,-1,4.19
4.19,-1,5.38
5.38,-1,6.38
6.38,-1,7.5
7.5,-1,8.56
8.56,-1,9.69
9.69,-1,10.69
10.69,-1,11.75
11.75,-1,12.75
12.75,-1,13.81
13.81,-1,14.94
14.94,-1,15.94
15.94,-1,17.06
17.06,-1,18.12
18.12,-1,19.12
19.12,-1,20.25
20.25,-1,21.31
21.31,-1,22.31
22.31,[-0.01452945],23.12
23.12,[-0.01452945],23.25
23.25,[-0.01452945],23.25
23.25,[-0.01452945],23.25
23.25,1,23.06
23.06,-1,22.5
22.5,[-0.00460895],23.12
23.12,[-0.00460895],23.31
23.31,[-0.00460895],23.19
23.19,[-0.00460895],23.19
23.19,[-0.00460895],23.19
23.19,1,22.87
22.87,1,22.0
22.0,1,21.0
21.0,1,20.06
20.06,1,18.94
18.94,1,18.0
18.0,1,16.94
16.94,1,15.88
15.88,1,14.94
14.94,[-0.04922244],14.0
14.0,[-0.04922244],13.94
13.94,1,13.81
13.81,1,12.81
12.81,1,11.81
11.81,1,10.75
10.75,1,9.69
9.69,1,8.75
8.75,-1,8.19
8.19,-1,9.06
9.06,-1,10.06
10.06,-1,11.13
11.13,-1,12.13
12.13,[0.12146397],13.13
13.13,[-0.62640452],13.31
13.31,[-0.62640452],13.81
13.81,[-0.62640452],14.56
14.56,[-0.62640452],15.25
15.25,[5.01427741e-05],15.69
15.69,[5.01427741e-05],15.69
15.69,[0.0636391],15.69
15.69,[-0.00136418],15.69
15.69,[-0.00136418],15.69
15.69,[-0.00136418],15.69
15.69,[-0.00136418],15.69
15.69,[-0.00136418],15.69
15.69,[-0.00136418],15.69
15.69,[-0.00136418],15.69
15.69,[-0.00136418],15.69
15.69,[-0.00136418],15.69
15.69,1,15.44
15.44,1,14.5
14.5,1,13.44
13.44,1,12.5
12.5,1,11.44
11.44,1,10.44
10.44,1,9.31
9.31,1,8.31
8.31,1,7.31
7.31,-1,6.44
6.44,-1,7.38
7.38,-1,8.38
8.38,-1,9.44
9.44,-1,10.56
10.56,-1,11.56
11.56,-1,12.69
12.69,-1,13.69
13.69,-1,14.81
14.81,-1,15.81
15.81,-1,16.87
16.87,-1,17.87
17.87,-1,18.94
18.94,[-0.00309398],19.81
19.81,[-0.00309398],19.94
19.94,[-0.00309398],19.94
19.94,[-0.6076772],20.12
20.12,[0.15516462],20.5
20.5,[0.15516462],20.44
20.44,[0.15516462],20.25
20.25,[-0.00809357],20.19
20.19,1,20.0
20.0,1,19.12
19.12,1,18.12
18.12,[0.1293062],17.25
17.25,[0.1293062],17.0
17.0,[0.1293062],16.87
16.87,[0.1293062],16.81
16.81,[0.1293062],16.69
16.69,[0.1293062],16.56
16.56,[0.1293062],16.5
16.5,1,16.19
16.19,[0.08447787],15.5
15.5,[-3.57759003e-05],15.38
15.38,[-3.57759003e-05],15.31
15.31,[-3.57759003e-05],15.31
15.31,1,15.13
15.13,1,14.31
14.31,-1,13.75
13.75,-1,14.63
14.63,-1,15.63
15.63,[0.0256918],16.5
16.5,[0.0256918],16.5
16.5,[0.0256918],16.5
16.5,-1,16.81
16.81,[-0.48496447],17.56
17.56,[-0.48496447],18.12
18.12,[-0.48496447],18.62
18.62,[-0.48496447],19.12
19.12,[-0.00365979],19.62
19.62,[-0.00365979],19.62
19.62,[-0.00365979],19.62
19.62,[-0.00365979],19.62
19.62,[-0.20997974],19.69
19.69,[-0.20997974],19.81
19.81,[-0.20997974],20.06
20.06,[-0.20997974],20.25
20.25,-1,20.62
20.62,-1,21.62
21.62,[0.44898809],22.5
